user_id,recs
358,"[1007136, 5574481, 5584913, 9522332, 13416957, 13417421, 1127097, 949294, 15660074, 1055646, 834484, 845208, 942466, 862010, 1019820, 879008, 13777225, 1017772, 819304, 1044078, 853099, 1116138, 9884704, 863885, 14025700, 910109, 9707010, 9653714, 845705, 1102959, 6533230, 905253, 886395, 859426, 949252, 874025, 1071377, 999377, 7166896, 9487780, 1116405, 943513, 6534515, 913065, 1008847, 919534, 5569230, 17937938, 1103105, 1053877]"
360,"[1008845, 14110696, 941734, 10284931, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
361,"[897060, 1070702, 1021164, 1062002, 917832, 1047619, 9526671, 1087096, 865456, 15715907, 975948, 819978, 13189726, 5570414, 1044078, 15511443, 842475, 10356230, 828370, 1037076, 844179, 12810464, 9245106, 910032, 1134483, 9297374, 1025564, 870188, 1035771, 967551, 5563862, 1082212, 1068292, 878996, 1070272, 884063, 1101010, 9487498, 860776, 1022254, 9526430, 1033578, 1098066, 1051001, 1086641, 981760, 1080706, 15506577, 1131974, 955518]"
362,"[1077373, 872342, 878996, 12731714, 13115990, 852235, 1060418, 9655758, 1128395, 1081177, 842125, 847982, 1055863, 7432861, 1070076, 866227, 13986239, 986947, 1130517, 1006197, 1070015, 923746, 977481, 866573, 976955, 1066462, 1040861, 1113895, 889649, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707]"
364,"[8011291, 14077372, 1102416, 1022827, 10285144, 1037621, 872137, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177]"
365,"[5569845, 911162, 1007148, 943169, 1114605, 1092944, 999971, 9913450, 1090676, 1051489, 955587, 939119, 956672, 995598, 1028805, 9931841, 987696, 1070015, 1107553, 834103, 1113141, 1124568, 17178832, 995785, 1082185, 1071378, 1132771, 1046957, 14106445, 15483431, 8203753, 986912, 1137688, 930603, 863699, 912681, 1009046, 1062002, 986947, 1075707, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361]"
367,"[994685, 934399, 15716753, 1013389, 863447, 12757316, 877570, 6534030, 13945039, 15778184, 1075282, 15596459, 1083043, 13877012, 838571, 6533936, 883912, 862349, 1098153, 1010681, 1017813, 1029239, 941658, 912166, 15926712, 9524291, 901666, 1077066, 986912, 1031864, 12812261, 893687, 6533419, 13416235, 909129, 1080252, 1087755, 1136375, 6533608, 823775, 1047769, 1004001, 1070820, 893118, 1085637, 9552761, 12385327, 17901020, 951197, 833724]"
368,"[1012514, 904129, 13511457, 970605, 932854, 919534, 1106523, 829291, 1116392, 892048, 937357, 7409956, 1080429, 1042544, 9487498, 865885, 1110042, 5568378, 10285144, 1083446, 862035, 15926886, 1094308, 826848, 965766, 869322, 6533936, 1126895, 844179, 8293439, 1105488, 1138175, 913744, 7167963, 13213678, 1110697, 942166, 932949, 873902, 866573, 1074524, 896085, 5568721, 1137775, 1082185, 6534178, 1029743, 995242, 1106523, 981760]"
371,"[5566931, 6978994, 1019126, 997272, 1127831, 1086727, 1008173, 1076881, 971922, 16809613, 1116821, 1119051, 820165, 903325, 1100555, 13512828, 824005, 1108622, 1033846, 16100266, 1094955, 874058, 997202, 1047944, 930504, 859391, 942778, 1090864, 1076571, 856253, 15742114, 1086764, 990797, 828143, 12484608, 1094107, 1087102, 976998, 987724, 1001680, 859075, 1058779, 840361, 845705, 886703, 967395, 923746, 856166, 1044895, 860975]"
374,"[13382073, 1007773, 1037840, 1003600, 7024814, 9704627, 6395928, 1108094, 1050741, 1008675, 1029743, 1026118, 9527159, 923746, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997]"
375,"[957164, 1058021, 6464165, 914190, 10285106, 871756, 976335, 921744, 907652, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719]"
376,"[6773238, 1009187, 890909, 831536, 951971, 13008136, 1018151, 1076226, 12949590, 952981, 866140, 1116476, 994928, 953476, 870497, 1044655, 983078, 1081189, 840361, 894591, 849843, 1061220, 985911, 6463658, 913202, 937845, 1041766, 834833, 1033615, 965766, 913785, 9487603, 1068745, 1083230, 1041476, 985524, 1126969, 1133018, 1103317, 955399, 940700, 1044078, 937292, 999858, 819308, 1062966, 1060673, 896862, 893867, 959409]"
377,"[899624, 1138443, 13115975, 935578, 866755, 1013307, 1063055, 1067606, 938049, 961979, 857503, 1101283, 961554, 850028, 1122358, 862671, 1137899, 15741919, 13007859, 823704, 979707, 964935, 1038111, 1135476, 12731701, 9858936, 8019628, 994223, 1029743, 1126899, 881125, 957164, 860776, 921504, 1082185, 1011578, 1029624, 1074499, 1098066, 1101907, 15972028, 949836, 15972213, 962568, 991025, 928190, 955587, 982755, 1075170, 1003616]"
378,"[874972, 904521, 1033142, 1009046, 1055137, 1005186, 930666, 1082185, 13115981, 15972168, 969494, 936271, 993313, 940842, 932248, 981760, 1050851, 1015751, 938370, 7025150, 939836, 909268, 1029619, 913785, 900937, 883404, 1050968, 1009333, 979707, 948670, 962568, 908299, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776]"
380,"[1013928, 904129, 12301405, 1024306, 899624, 910032, 995785, 1055646, 16200757, 1008032, 1071342, 6464069, 1082185, 9420065, 873474, 883370, 1062966, 1115335, 838487, 5978656, 854852, 876115, 1135552, 12731543, 1057124, 875804, 962568, 929410, 871756, 988572, 921345, 5569230, 10285144, 915041, 859075, 1052912, 1065593, 1074405, 1112560, 12324948, 976955, 1111072, 1000664, 938700, 858042, 877649, 901403, 1081479, 1038217, 951590]"
381,"[1051323, 1081177, 859426, 1075368, 1059395, 1005899, 869024, 13381584, 1104056, 1004475, 859075, 9296919, 896757, 1106523, 1033769, 960452, 12604042, 845622, 15573447, 1055646, 9677748, 1034176, 876232, 1040781, 1070214, 1062782, 860975, 913425, 9859128, 6534178, 1050534, 13511556, 883404, 1063545, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820]"
382,"[12949859, 963835, 13654811, 7168026, 5569230, 17329928, 9704174, 1064380, 982112, 942565, 1097458, 1029743, 1082185, 1101010, 829950, 1109948, 1124305, 883404, 857849, 1067627, 1034511, 930242, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190]"
384,"[936924, 15972947, 895756, 8019968, 7138817, 15716785, 1075368, 10122025, 5568447, 1055504, 9858819, 8019977, 5566674, 9187298, 10455997, 1061394, 995785, 6391140, 6979808, 946442, 1077410, 13115442, 8357418, 915586, 973086, 1112667, 1112087, 869868, 1068957, 7166839, 1080669, 840173, 9483753, 13007518, 9296856, 989830, 896027, 1030251, 9878513, 895540, 6961764, 989824, 854852, 9836460, 824073, 10345155, 1046262, 892314, 5981072, 15863751]"
385,"[1031419, 1136732, 963336, 825541, 5568720, 1082185, 1004906, 833025, 923746, 852864, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
386,"[1108296, 842423, 9836106, 906830, 1070272, 1083787, 6961801, 962671, 852014, 990981, 17104444, 17105058, 962229, 845208, 1127825, 1101010, 1017201, 5568378, 15717057, 1106523, 1071554, 1080414, 1037417, 937573, 944317, 12757140, 15926886, 1040693, 819978, 1115228, 1009449, 1095275, 17105257, 844165, 827047, 9836903, 848561, 12649303, 1051069, 1068651, 955403, 1109370, 1118393, 1098066, 868764, 840601, 911411, 1065593, 1095374, 870547]"
387,"[899876, 970747, 1082185, 1137775, 994249, 961172, 1115711, 6602729, 930864, 9833904, 909714, 1109778, 851819, 897907, 1126899, 1137484, 1100368, 821788, 5568729, 10457101, 10455984, 9836148, 990762, 993466, 878775, 1085719, 1126294, 1136257, 859075, 931757, 927851, 1111292, 8159433, 1054186, 999198, 9803718, 911609, 862139, 873527, 1075313, 10456575, 1139651, 902856, 9925966, 852267, 7160819, 974952, 6551861, 852806, 1093571]"
388,"[1004596, 17104889, 998666, 918462, 853643, 995242, 1031584, 882441, 994928, 1123556, 6391532, 1079338, 1055168, 1074333, 839849, 10285144, 849505, 1048300, 1082185, 1058779, 1029504, 1108092, 1088448, 1085476, 970119, 1093721, 1077555, 1116794, 920971, 888233, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656]"
389,"[1094223, 882247, 1136375, 858903, 1035321, 868683, 984054, 970202, 847066, 934172, 16223051, 16219163, 16219224, 16219026, 1124323, 870515, 1077430, 8293898, 898763, 1096563, 1109367, 1060408, 954416, 866296, 849505, 1101980, 970902, 1047619, 909067, 926065, 15972463, 870195, 1019942, 971285, 1082185, 863447, 8090536, 909761, 14025422, 837107, 835285, 1047226, 1018397, 1079840, 1012338, 1088147, 850652, 5590287, 5584007, 1087386]"
390,"[1007269, 12731432, 5569230, 1094781, 1064542, 927060, 1081262, 982790, 944836, 15452231, 15452354, 1029743, 1065035, 1103377, 1072693, 843464, 15573404, 965543, 1040346, 1078763, 850139, 849497, 949954, 1081533, 1028884, 1134235, 847753, 896469, 951590, 1076722, 962609, 1133629, 15973208, 967373, 840361, 1094955, 1124694, 930917, 1136958, 897306, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361]"
392,"[842805, 1057102, 871882, 9296855, 12262830, 12984573, 15715855, 965091, 1098844, 863447, 1132814, 6979821, 934087, 821209, 13671425, 1092860, 891632, 12301073, 6602199, 12781925, 6034577, 926145, 7168055, 15717042, 836645, 7168026, 9677620, 10150155, 1004760, 996114, 12172070, 15625746, 951412, 5978656, 1001148, 900802, 1023167, 1049892, 867702, 856520, 997365, 1101002, 1121384, 15595866, 1042765, 13876901, 12987976, 1111035, 16769452, 999270]"
393,"[1094781, 878612, 1109605, 1037076, 820486, 918284, 5567079, 13382349, 824593, 7160185, 1001148, 1050376, 5978656, 1065593, 12731518, 14025548, 919948, 7410336, 847901, 972312, 1099806, 889810, 929216, 1023150, 1017446, 967254, 959129, 969485, 1055155, 7467076, 1132770, 1013928, 999971, 995242, 976998, 906262, 1053690, 13512965, 838733, 966494, 886803, 889319, 995722, 913806, 908531, 1092026, 903738, 1087618, 1082185, 6534178]"
394,"[13115576, 9677688, 918671, 980167, 1063207, 1005186, 981460, 905868, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036]"
395,"[848078, 1070820, 6463729, 1093030, 1053690, 994928, 1048462, 974108, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036]"
396,"[8068401, 856210, 17208518, 17208674, 17208673, 1123496, 1018184, 1080841, 942278, 1004001, 1126899, 13876912, 1055072, 5978656, 1069021, 1079328, 1071854, 847270, 901062, 909714, 1109374, 1135476, 17105347, 1044895, 1039589, 1118867, 927360, 866211, 1068719, 1057377, 1135460, 968215, 863061, 945503, 981760, 1042697, 1024306, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785]"
397,"[1387016, 1369424, 1332304, 1321795, 6820294, 1168781, 1251745, 1147725, 13096467, 15832047, 15833170, 1371009, 1384943, 7023908, 1301693, 1373649, 1212054, 12732771, 1185667, 1179293, 1300492, 1311202, 1193952, 1168638, 1440232, 1173611, 1235795, 1253521, 1353152, 1326019, 1210299, 12171043, 5980830, 921366, 15927949, 15596743, 15927170, 6534178, 14073899, 12352331, 13842214, 5978656, 1107973, 1115552, 909817, 1004342, 883404, 914190, 824272, 1012584]"
398,"[6534178, 1053329, 9213586, 1079319, 5569915, 12263234, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349]"
399,"[1075368, 12263370, 1052335, 15626131, 7410013, 1137540, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349]"
400,"[820827, 6961597, 1037840, 1012587, 959623, 9925362, 831407, 9524291, 9521787, 6396536, 12810391, 15863656, 15831426, 1008827, 1129300, 1126294, 824272, 12263024, 13095671, 1031316, 835098, 956274, 1124432, 6533889, 9833277, 1118046, 9245106, 844179, 931646, 1080543, 836090, 995242, 909714, 906883, 1046557, 842264, 868223, 1000140, 1108963, 15778553, 865705, 1090336, 5564876, 12171387, 913598, 834484, 1093355, 1110218, 6463717, 994629]"
401,"[942166, 1106396, 895166, 1008675, 1071333, 979566, 6979753, 1086504, 972931, 1068292, 914190, 979707, 12731740, 841469, 833715, 979746, 903674, 1119879, 903325, 1093839, 15800676, 12731685, 1005274, 1093603, 1064550, 6979089, 874794, 886444, 995895, 857000, 1096261, 974988, 975658, 1100972, 986826, 6391062, 1110031, 1022254, 834484, 920724, 1022872, 879049, 8116445, 1124729, 986912, 1027610, 871756, 959328, 995852, 842522]"
402,"[1118235, 1007136, 1108221, 853448, 819978, 9676755, 1098719, 15741546, 5591520, 1134454, 12132315, 12731616, 1136033, 9445502, 863529, 13842090, 13842214, 1133072, 997907, 1105616, 926680, 1101173, 1063265, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624]"
403,"[938863, 964254, 945662, 1082185, 823646, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208]"
404,"[914557, 9392953, 6549490, 908283, 866615, 6534178, 932179, 6633075, 836983, 966558, 971983, 990256, 1110142, 1014565, 860439, 840361, 5587938, 1128464, 9296819, 992986, 888275, 1090587, 889863, 966778, 900952, 1134232, 9707340, 6553237, 888186, 15596666, 13876725, 1092588, 1087660, 1091520, 14025461, 1003600, 847573, 1051878, 8069230, 9859222, 929892, 1102453, 835279, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404]"
405,"[6534077, 7466911, 1008736, 837569, 5568072, 1077143, 1087102, 837270, 5569845, 860776, 1070076, 894236, 12811532, 1101010, 948670, 12301100, 1126899, 1119051, 834484, 852853, 824005, 989935, 857849, 859075, 1005609, 835236, 1012052, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899]"
406,"[847270, 1010185, 1110409, 882247, 956217, 894236, 839225, 5981224, 1070845, 9835615, 859426, 901957, 1038894, 1053300, 17169607, 17169555, 1117514, 892998, 9553031, 939710, 12673409, 1070015, 1015781, 995242, 920978, 7442784, 998026, 858373, 937907, 999599, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656]"
408,"[1055382, 15972238, 9526777, 873847, 1085357, 843859, 15972505, 1127831, 1075310, 6391117, 13416689, 1010879, 15553927, 15596690, 1136715, 13512904, 903800, 13115593, 862318, 5566484, 13115703, 7466946, 8181282, 945914, 12456375, 12518330, 1082185, 9856740, 1007514, 9419401, 15926712, 973889, 1055835, 13910998, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820]"
409,"[15831255, 1110764, 6602478, 831628, 987562, 12384694, 13417587, 1014948, 15973209, 15687045, 1027569, 896611, 844054, 5568249, 1016274, 5569471, 13986420, 856345, 8357418, 9195089, 15452457, 836286, 915586, 1105478, 14025185, 1013572, 1137387, 1045040, 9419182, 9419579, 880308, 13986243, 1110793, 1041157, 1034499, 910745, 852035, 1049822, 938700, 13877197, 1070820, 879635, 862139, 13007411, 893739, 873874, 1117336, 852572, 7167864, 1110797]"
410,"[1037863, 927191, 845774, 9362429, 1131438, 843118, 13210025, 1044078, 992951, 15972213, 999858, 1116577, 935008, 905217, 823758, 1048208, 1038217, 1049897, 847637, 847790, 844179, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996]"
411,"[5591083, 1050851, 860776, 1124432, 1139782, 935008, 1092937, 922636, 843450, 896613, 947200, 903325, 912137, 1033769, 872137, 1097422, 1060005, 871756, 1101173, 828393, 1078763, 819927, 9420312, 1007191, 1133018, 913745, 957063, 12523757, 5569327, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707]"
412,"[1005186, 916758, 849098, 1071214, 1005274, 1031831, 866227, 1095275, 1139830, 986912, 5978648, 1133018, 1138467, 866540, 883404, 893894, 6533765, 12781498, 6534166, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186]"
413,"[851039, 1078700, 7144377, 1092724, 5565352, 13006971, 1012899, 14111318, 1038985, 969125, 937571, 1079171, 970160, 860975, 1039348, 946788, 839346, 913201, 835243, 12731544, 10149536, 1082185, 992151, 847982, 988727, 1106523, 5569230, 6534178, 979707, 1101959, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656]"
414,"[6534178, 8355257, 17238005, 12757316, 13777207, 5580793, 1077143, 885582, 1084597, 849843, 16809471, 1092026, 913202, 1075155, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997]"
415,"[6632633, 6602372, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
417,"[844179, 12810393, 946995, 15972121, 15971767, 1074333, 8358410, 6633342, 12263692, 959985, 1030896, 8359256, 1068719, 913201, 1117548, 838571, 907652, 1135476, 12604661, 15973258, 15716719, 1055835, 939900, 12946257, 1020770, 844165, 5591170, 13910406, 976199, 901062, 1082185, 1093490, 995276, 1029743, 1066685, 883404, 1007116, 903800, 1127831, 908318, 846959, 860975, 1044895, 903463, 995242, 914190, 859010, 9654918, 845469, 1097382]"
418,"[1085357, 1027168, 1091449, 6463592, 950577, 9677624, 890087, 13115501, 15972238, 979439, 966558, 937995, 13190349, 1003188, 866227, 1107543, 16769555, 16769936, 1043301, 855356, 886395, 1041512, 13382073, 993544, 1044805, 901067, 1034243, 852360, 10121610, 1067749, 895910, 872508, 995198, 922663, 1100124, 832678, 1083296, 1117336, 1086286, 8019229, 1117556, 916487, 1131500, 829852, 897125, 899624, 1123434, 1132968, 1133072, 5590287]"
419,"[10311849, 1036501, 893501, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476]"
420,"[13039254, 15659806, 5568914, 14077526, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
421,"[12812261, 6602440, 1096343, 918688, 8019273, 839152, 987838, 938366, 14050409, 14050780, 8276172, 896613, 897954, 999891, 6703892, 1038663, 1037398, 857503, 957422, 849120, 1129576, 883404, 971195, 882496, 13416167, 885023, 901061, 970202, 903325, 1063760, 981888, 12523993, 1098062, 940726, 943285, 1115929, 927191, 961172, 1116821, 13095519, 6632605, 12582265, 12696183, 6513921, 12605380, 17236439, 969149, 5995130, 13910821, 1126899]"
424,"[1069506, 933692, 967146, 6391152, 837781, 1099306, 1108024, 868054, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036]"
425,"[1017363, 925626, 1077745, 1048332, 913210, 13945244, 866140, 840361, 1111072, 883404, 849843, 843464, 1038325, 921744, 15716751, 10456371, 15717118, 991747, 875396, 1070820, 10285116, 13115813, 13115579, 951674, 12301073, 994894, 1048727, 1124729, 12731817, 9487780, 969419, 988572, 1062966, 1125530, 904100, 9835947, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646]"
426,"[1129982, 945909, 1088462, 1005186, 1033248, 6463491, 1110409, 820165, 999913, 1082185, 847270, 1035050, 1101980, 899682, 957232, 1015826, 991511, 1011926, 963542, 15741787, 1026699, 16809682, 961979, 1044624, 6552438, 1104604, 962161, 863447, 1022695, 910705, 1110588, 13512882, 1063439, 15596024, 862349, 894360, 1098186, 1102090, 6534178, 828901, 8197775, 840361, 977499, 839262, 827079, 1064892, 852360, 825618, 6772771, 9527455]"
427,"[956599, 835300, 1037863, 1058214, 963868, 1135476, 940136, 1029743, 1102416, 825541, 903325, 834484, 961554, 1039682, 824970, 981760, 901062, 1082185, 828106, 845208, 948468, 1118632, 13911548, 8013436, 13671970, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075]"
430,"[872342, 1087102, 1138443, 1008531, 968215, 1062966, 967751, 981686, 950577, 920426, 1075368, 13910006, 13115692, 849501, 7168431, 995785, 9420314, 965693, 926480, 6440912, 963366, 15511233, 1070845, 847186, 5569230, 6534330, 8090537, 855350, 899038, 957089, 1030182, 910558, 878636, 1104024, 5979283, 6039586, 827570, 843744, 962229, 1042571, 1026094, 13008193, 886965, 9194909, 9337381, 961554, 1124729, 834631, 1109370, 987655]"
431,"[1092937, 1036501, 1092026, 999971, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
432,"[1104649, 899019, 1058779, 880888, 861272, 10307325, 975649, 1029743, 857130, 1055339, 947292, 1027773, 15596707, 6544236, 1018859, 866140, 938319, 7024853, 1079292, 1003188, 1119546, 954006, 1075175, 908531, 15926887, 955043, 1117382, 826790, 9836106, 1005186, 8090440, 1072290, 916122, 972193, 822115, 933913, 16809471, 999858, 10355870, 5569230, 9677748, 1024306, 9835619, 1081177, 882441, 1004906, 1096317, 1134454, 987724, 1084567]"
433,"[1138854, 949142, 1106523, 1089392, 849003, 925579, 961554, 1082185, 998373, 1048462, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
